Country Name,Country Code,Year,Access to electricity (% of population) - EG.ELC.ACCS.ZS,Adjusted net national income per capita (annual % growth) - NY.ADJ.NNTY.PC.KD.ZG,Adjusted savings: carbon dioxide damage (% of GNI) - NY.ADJ.DCO2.GN.ZS,Adjusted savings: natural resources depletion (% of GNI) - NY.ADJ.DRES.GN.ZS,Children out of school (% of primary school age) - SE.PRM.UNER.ZS,GDP per capita (current US$) - NY.GDP.PCAP.CD,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Prevalence of undernourishment (%) - SN_ITK_DEFC - 2.1.1,Proportion of population below international poverty line (%) - SI_POV_DAY1 - 1.1.1,Proportion of population using basic drinking water services (%) - SP_ACS_BSRVH2O - 1.4.1,Continent,Individuals using the Internet (% of population) - IT.NET.USER.ZS,"Life expectancy at birth, total (years) - SP.DYN.LE00.IN"
Cuba,CUB,2014,98.40854645,2.668041757,1.166773453,1.246459449,4.929890156,7133.337679,48.85620915,4.017349995,,,,96,North America,29.07018437,78.521
Cuba,CUB,2015,98.67454529,5.074615026,1.180265363,0.451561766,5.915890217,7694.014637,48.85620915,3.948146688,,,,96,North America,37.30509742,78.561
Cuba,CUB,2016,98.95259857,3.264970493,1.128317684,0.280966728,5.466259956,8060.796598,48.85620915,,,,,96,North America,42.97867519,78.607
Cuba,CUB,2017,99.23869324,,,,4.31471014,8541.213686,48.85620915,,,,,96,North America,57.14840432,78.662
Cuba,CUB,2018,99.52880096,,,,2.155580044,8824.194008,53.2231405,,,,,97,North America,62.67892362,78.726
Germany,DEU,2000,100,1.276753365,0.797507993,0.045129628,0.08326,23635.92922,30.94170404,6.198531223,76.875,,0,100,Europe,,
Germany,DEU,2001,100,1.272081195,0.857902382,0.067345786,0.638639987,23607.88286,31.08108108,6.512444018,76.875,,0,100,Europe,31.65093942,78.32926829
Germany,DEU,2002,100,-0.496358478,0.81690838,0.055891668,4.486929893,25077.72908,32.17247098,7.642700282,79.375,,0,100,Europe,48.82,78.22926829
Germany,DEU,2003,100,-0.29641623,0.699058888,0.050933294,3.61074996,30243.57653,32.17247098,7.552977702,79.375,,0,100,Europe,55.9,78.3804878
Germany,DEU,2004,100,3.244018015,0.636241055,0.057669015,2.701479912,34044.05363,32.75,9.267474493,79.375,,0,100,Europe,64.73,78.6804878
Germany,DEU,2005,100,0.349452195,0.645990731,0.071711017,2.041340113,34507.36881,31.75895765,10.15021111,79.375,,0,100,Europe,68.71,78.93170732
Germany,DEU,2006,100,4.747392785,0.65696547,0.086935815,1.969390035,36323.44774,31.59609121,11.32201311,79.375,,0,100,Europe,72.16,79.13170732
Germany,DEU,2007,100,2.956593283,0.57844715,0.07054171,1.624439955,41587.2129,31.64763458,13.93800806,91.25,,0,100,Europe,75.16,79.53414634
Germany,DEU,2008,100,-0.655636167,0.554411711,0.131066796,2.530139923,45427.15168,32.18954248,14.6992339,91.25,,0.2,100,Europe,78,79.73658537
Germany,DEU,2009,100,-3.998285839,0.572389094,0.078639323,2.931070089,41485.90165,32.79742765,16.07855368,94.375,,0,100,Europe,79,79.83658537
Germany,DEU,2010,100,3.87407142,0.624550188,0.075529491,2.353019953,41531.9342,32.79742765,16.72707367,94.375,,0,100,Europe,82,79.98780488
Germany,DEU,2011,100,5.849749844,0.566358383,0.094780214,2.451410055,46644.77603,32.90322581,20.38328272,94.375,,0,100,Europe,81.26999954,80.43658537
Germany,DEU,2012,100,-0.363864523,0.634680244,0.076229975,3.295180082,43858.36306,32.90322581,23.00045854,94.375,,0,100,Europe,82.34999847,80.53902439
Germany,DEU,2013,100,0.285967903,0.641289674,0.0557161,3.58946991,46285.76407,36.45007924,24.07254975,94.375,,0,100,Europe,84.17,80.4902439
Germany,DEU,2014,100,2.107224949,0.611882315,0.040976082,3.236010075,47959.99327,36.45007924,26.13009657,94.375,,0,100,Europe,86.19,81.0902439
Germany,DEU,2015,100,2.030246176,0.735436603,0.026885463,1.856850028,41086.72967,36.45007924,29.23177012,94.375,,0,100,Europe,87.58979935,80.64146341
Germany,DEU,2016,100,2.191148251,0.736083979,0.017926827,0.514289975,42107.51727,36.45007924,,94.375,,0,100,Europe,84.16520664,80.9902439
Germany,DEU,2017,100,1.673163845,0.729318219,0.023932032,0.529299974,44442.77184,30.74753173,,94.375,,,100,Europe,84.3941537,80.99268293
Germany,DEU,2018,100,0.335045571,0.702812693,0.029243452,0.688939989,47787.16051,30.74753173,,97.5,,,100,Europe,87.03711209,80.89268293
France,FRA,2000,100,1.839728132,0.539605682,0.014015953,3.548710108,22364.02939,10.91854419,12.96787647,86.25,,0,100,Europe,,
France,FRA,2001,100,1.295230145,0.563021715,0.013382651,3.634170055,22433.55498,10.91854419,14.25637189,89.375,,,100,Europe,26.32590355,79.15853659
France,FRA,2002,100,-0.331600321,0.534687831,0.011364962,3.700449944,24177.33556,12.13171577,11.59727616,89.375,,,100,Europe,30.18,79.26097561
France,FRA,2003,100,0.188794388,0.4557827,0.008834321,3.932800055,29568.3888,12.19512195,11.23001795,89.375,,0.2,100,Europe,36.14,79.11463415
France,FRA,2004,100,1.842401308,0.416648751,0.00819894,3.928179979,33741.26192,12.19512195,11.24298852,91.875,,0,100,Europe,39.15,80.16341463
France,FRA,2005,100,0.620146031,0.424834659,0.009260721,0.084509999,34760.18502,12.19512195,9.860646697,91.875,,0,100,Europe,42.87,80.16341463
France,FRA,2006,100,1.319987307,0.412215662,0.012458517,0.029239999,36443.62631,12.19512195,10.94757583,94.375,,0,100,Europe,46.87,80.81219512
France,FRA,2007,100,1.99738743,0.37147492,0.011160661,0.131740004,41508.43269,18.19757366,11.69092631,97.5,,0,100,Europe,66.09,81.11219512
France,FRA,2008,100,-0.963451555,0.345518925,0.014131515,0.503560007,45334.11796,18.19757366,12.97920893,97.5,,0,100,Europe,70.68,81.21463415
France,FRA,2009,100,-3.340891201,0.37058953,0.009486008,0.893509984,41575.42196,18.89081456,13.12716357,97.5,,0,100,Europe,71.58,81.41463415
France,FRA,2010,100,1.2046381,0.4007557,0.010861696,1.268049955,40638.33525,18.89081456,13.85735931,97.5,,0.1,100,Europe,77.28,81.66341463
France,FRA,2011,100,1.247109691,0.353964359,0.013360349,0.241819993,43790.72602,18.89081456,11.57474725,97.5,,0,100,Europe,77.81999899,82.11463415
France,FRA,2012,100,-1.040516126,0.396513055,0.012612032,0.369890004,40874.70039,26.86308492,14.82735407,97.5,,0.1,100,Europe,81.44,81.96829268
France,FRA,2013,100,0.496338013,0.394622643,0.009689162,0.579230011,42592.93539,26.86308492,17.04528624,97.5,,0.1,100,Europe,81.9198,82.2195122
France,FRA,2014,100,0.786089851,0.363833416,0.007169438,1.361879945,43011.2631,26.16984402,16.45590494,97.5,,0,100,Europe,83.75,82.7195122
France,FRA,2015,100,1.993196794,0.45017312,0.003984478,0.514980018,36638.18493,26.16984402,15.85766663,100,,0.1,100,Europe,78.00603771,82.32195122
France,FRA,2016,100,0.987046181,0.461827258,0.003134291,0.167199999,37037.37419,26.16984402,,100,,0.1,100,Europe,79.26981132,82.57317073
France,FRA,2017,100,1.866522491,0.463314112,0.004233407,0.058400001,38685.25849,38.99480069,,100,,0,100,Europe,80.50245972,82.57560976
France,FRA,2018,100,0.629977087,0.441900298,0.006715226,0.04214,41526.41466,39.58333333,,100,,0,100,Europe,82.04318678,82.72439024
India,IND,2000,59.34104538,1.066206759,4.137708961,1.430957086,16.14500999,443.3141938,9.007352941,13.59094803,62.5,,,80,Asia,,
India,IND,2001,55.8,3.488061697,4.199324884,1.195790051,16.20183945,451.5729973,8.839779006,13.20704353,62.5,18.4,,,Asia,0.660146377,62.907
India,IND,2002,62.3,3.034015803,4.157340507,1.21969921,16.37540054,470.9867868,8.839779006,12.05516116,62.5,20.1,,,Asia,1.537875582,63.304
India,IND,2003,64.02313232,6.081211243,3.827022942,1.156789417,11.53767967,546.7266135,8.839779006,13.46942476,62.5,21.5,,,Asia,1.686489971,63.699
India,IND,2004,64.4,6.089659319,3.613249812,1.376542327,,627.7742417,8.256880734,14.4825005,62.5,22.1,39.9,,Asia,1.976136492,64.095
India,IND,2005,67.09343719,7.107511345,3.489611995,1.750690781,,714.8610154,8.287292818,16.61901808,62.5,21.6,,83,Asia,2.388075,64.5
India,IND,2006,67.9,6.805977263,3.420139165,2.034720287,,806.7532806,8.256880734,17.54042472,62.5,19.6,,,Asia,2.805499865,64.918
India,IND,2007,70.13076019,6.566054526,2.989611825,2.349649487,3.21055007,1028.334772,9.057301294,17.86408569,62.5,17.5,,,Asia,3.95,65.35
India,IND,2008,71.6510849,0.736878367,3.530610422,3.250426766,3.158289909,998.5223415,9.057301294,16.50983374,62.5,16.6,,,Asia,4.38,65.794
India,IND,2009,75,7.883054122,3.608013928,1.568697046,4.462850094,1101.960838,10.82568807,15.66005525,62.5,16.3,32.8,,Asia,5.12,66.244
India,IND,2010,76.3,9.035233988,2.957649947,2.145552211,3.879679918,1357.563727,10.82568807,16.04374444,62.5,16,,86,Asia,7.5,66.693
India,IND,2011,67.6,3.654511653,3.023935661,2.481345361,4.282390118,1458.104066,11.00917431,17.31696286,62.5,15.6,22.5,,Asia,10.07,67.13
India,IND,2012,79.9,4.837711752,3.455380836,1.87542811,3.012360096,1443.882435,11.00917431,15.73297336,62.5,15,,87,Asia,11.1,67.545
India,IND,2013,80.73804474,4.484938472,3.586162415,1.742670389,2.262320042,1449.610451,11.00917431,17.34931383,68.75,15.1,,,Asia,12.3,67.931
India,IND,2014,83.58521271,5.770872376,3.719519265,1.351875308,,1573.885642,11.41804788,16.25383982,68.75,14.9,,,Asia,13.5,68.286
India,IND,2015,88,7.62478666,3.907513903,0.826310494,,1605.605445,11.97053407,15.34305035,68.75,14.7,,,Asia,14.9,68.607
India,IND,2016,89.53488159,6.355812117,3.843412354,0.796866403,,1732.554242,11.97053407,,68.75,14.2,,,Asia,16.5,68.897
India,IND,2017,92.45683289,7.257914558,3.653628692,0.819525612,,1980.66702,11.80811808,,71.25,13.8,,,Asia,18.2,69.165
India,IND,2018,95.19329834,5.401277107,3.940966621,0.990538522,,1996.915087,11.80811808,,74.375,14,,90,Asia,20.08130004,69.416
Japan,JPN,2000,100,2.422861134,0.456399431,0.0025304,,38532.04088,7.291666667,9.116049011,76.875,,,98,Asia,,
Japan,JPN,2001,100,0.245735984,0.533324245,0.002299718,,33846.46564,7.291666667,8.965438076,79.375,,,98,Asia,38.53206086,81.41707317
Japan,JPN,2002,100,-0.671359478,0.589046992,0.002621838,,32289.35054,7.291666667,8.708705683,79.375,,,98,Asia,46.59420112,81.56341463
Japan,JPN,2003,100,1.6400404,0.576184449,0.002863086,,34808.39092,7.083333333,10.02210957,79.375,,,98,Asia,48.43526589,81.76
Japan,JPN,2004,100,2.354004472,0.566575497,0.003795265,,37688.72234,7.083333333,9.795827169,79.375,,,98,Asia,62.39392963,82.0302439
Japan,JPN,2005,100,1.087943569,0.593262362,0.004990623,,37217.64873,8.958333333,8.407113732,79.375,,,99,Asia,66.9210661,81.92512195
Japan,JPN,2006,100,0.478000858,0.649935236,0.006467657,,35433.98896,9.375,9.449098226,79.375,,,99,Asia,68.68527032,82.32195122
Japan,JPN,2007,100,1.148258027,0.691696307,0.00706167,,35275.22843,9.375,8.201786899,79.375,,,99,Asia,74.3,82.50707317
Japan,JPN,2008,100,-4.493068735,0.627870955,0.008539122,,39339.29757,9.375,8.789326611,79.375,,0.5,99,Asia,75.4,82.58756098
Japan,JPN,2009,100,-5.299552295,0.569154036,0.007330549,,40855.17564,11.25,9.145716508,79.375,2.6,,99,Asia,78,82.93146341
Japan,JPN,2010,100,5.00734769,0.572272185,0.006847999,,44507.67639,11.25,10.53177716,81.875,2.7,0,99,Asia,78.21,82.84268293
Japan,JPN,2011,100,-0.804910244,0.560480001,0.008711276,,48167.99727,10.83333333,11.4628446,81.875,,,99,Asia,79.05411352,82.59121951
Japan,JPN,2012,100,1.955267897,0.599505214,0.007911589,,48603.47665,7.916666667,11.19424738,81.875,,,99,Asia,79.4964,83.09609756
Japan,JPN,2013,100,2.904523412,0.754545659,0.007406934,,40454.44746,8.125,12.20529179,81.875,,0.7,99,Asia,88.21942891,83.33195122
Japan,JPN,2014,100,0.508926871,0.808887693,0.00774128,,38109.41211,8.125,14.05935936,81.875,,,99,Asia,89.10683302,83.58780488
Japan,JPN,2015,100,4.087896103,0.887320737,0.008329398,,34524.46986,9.473684211,15.98478072,81.875,,,99,Asia,91.05802839,83.79390244
Japan,JPN,2016,100,1.236166278,0.801529156,0.005319185,,38761.81815,9.473684211,,81.875,,,99,Asia,93.18272128,83.98487805
Japan,JPN,2017,100,2.005019206,0.853687891,0.00692674,,38386.51115,10.10752688,,81.875,,,99,Asia,91.72654724,84.0997561
Japan,JPN,2018,100,-0.237468886,0.871553405,0.008053802,,39159.42356,10.10752688,,81.875,,,99,Asia,91.28,84.21097561
"Korea, Rep.",KOR,2000,100,5.870682797,1.451890814,0.006343209,0.770479977,12256.99357,5.860805861,1.424828265,66.25,,,,Asia,,
"Korea, Rep.",KOR,2001,100,3.097390588,1.60564325,0.008572961,1.780869961,11561.24837,5.860805861,1.377382843,66.25,,,,Asia,56.6,76.41219512
"Korea, Rep.",KOR,2002,100,8.770832445,1.501443613,0.010499515,2.063349962,13165.06574,5.860805861,1.041224485,71.25,2.6,,99,Asia,59.4,76.76585366
"Korea, Rep.",KOR,2003,100,1.714612169,1.397231767,0.008994577,1.280699968,14672.85747,5.860805861,1.492754763,71.25,2.6,,99,Asia,65.5,77.21463415
"Korea, Rep.",KOR,2004,100,4.049573983,1.342223806,0.002710404,1.365859985,16496.12009,13.04347826,1.26318833,71.25,2.6,,99,Asia,72.7,77.66585366
"Korea, Rep.",KOR,2005,100,1.665786104,1.158636729,0.005217962,0.246619999,19402.50263,13.37792642,1.044669145,76.25,,,99,Asia,73.5,78.16829268
"Korea, Rep.",KOR,2006,100,3.380723505,1.096978514,0.00504418,,21743.47745,13.37792642,0.99883163,79.375,,0.2,99,Asia,78.1,78.66829268
"Korea, Rep.",KOR,2007,100,5.722668831,1.089090838,0.00425983,,24086.41044,14.3812709,1.069956915,79.375,,,99,Asia,78.8,79.1195122
"Korea, Rep.",KOR,2008,100,-1.694628698,1.297952627,0.006251356,,21350.42798,13.71237458,0.985727672,85,,0.2,99,Asia,81,79.51707317
"Korea, Rep.",KOR,2009,100,0.820603706,1.490175125,0.006670732,,19143.85161,14.71571906,1.037690734,85,,,99,Asia,81.6,79.96829268
"Korea, Rep.",KOR,2010,100,7.482559011,1.41211178,0.006871209,,23087.22564,14.71571906,1.245374639,85,,0.5,99,Asia,83.7,80.11707317
"Korea, Rep.",KOR,2011,100,0.413424748,1.392989679,0.007692836,,25096.26388,14.71571906,1.438122653,85,,,99,Asia,83.75912015,80.56829268
"Korea, Rep.",KOR,2012,100,1.856935346,1.403954646,0.008936748,,25466.76052,15.66666667,1.335945078,85,,0.2,99,Asia,84.07,80.8195122
"Korea, Rep.",KOR,2013,100,3.161093167,1.387822113,0.005314379,4.510179996,27182.73431,15.66666667,1.632858702,85,,,99,Asia,84.77,81.27073171
"Korea, Rep.",KOR,2014,100,2.432646562,1.324745655,0.003358345,,29249.57522,16.33333333,1.566868059,85,,0.2,99,Asia,87.55682649,81.72195122
"Korea, Rep.",KOR,2015,100,5.299227965,1.412453861,0.001563191,,28732.23108,16.33333333,1.894666312,85,,,99,Asia,89.8962558,82.02439024
"Korea, Rep.",KOR,2016,100,3.673997182,1.479776441,0.001264743,,29288.87044,17,,85,,0.2,100,Asia,92.84302568,82.27560976
"Korea, Rep.",KOR,2017,100,3.282509237,1.456439971,0.002303344,2.422580004,31616.8434,17,,85,,,100,Asia,95.06942188,82.62682927
"Korea, Rep.",KOR,2018,100,0.664979439,1.465967795,0.002884458,0.923990011,33422.94421,17,,85,,,100,Asia,96.02285958,82.62682927
Mexico,MEX,2000,98.007132,4.294531215,1.067757773,2.27558497,0.01787,7157.8145,16,19.8040598,72.5,,9,90,North America,,
Mexico,MEX,2001,97.14319611,-0.524651108,1.07879325,1.639876182,0.110590003,7544.568723,16,17.10563209,72.5,3.3,,91,North America,7.038023117,74.658
Mexico,MEX,2002,97.897085,-1.818570028,1.100475114,1.76626954,0.195539996,7593.137345,16,15.05583789,72.5,3.7,6.6,,North America,11.9,74.922
Mexico,MEX,2003,97.50493622,-3.619609919,1.289617595,2.900559016,0.233170003,7075.369643,22.6,12.12571491,72.5,4.3,,,North America,12.9,75.118
Mexico,MEX,2004,98.597701,4.474149995,1.262005582,3.507891139,0.268860012,7484.486399,22.6,14.44842434,72.5,4.6,6,,North America,14.1,75.243
Mexico,MEX,2005,98.932728,-0.643960151,1.261190292,4.674092973,0.16223,8277.671564,24.2,15.19731385,72.5,4.4,6.6,,North America,17.21,75.3
Mexico,MEX,2006,99.11416,4.516559177,1.221388744,5.037044197,0.086450003,9068.294218,22.6,15.33424876,72.5,4.1,4.2,,North America,19.52,75.296
Mexico,MEX,2007,98.11062622,1.50181844,1.193147109,4.572622638,0.01462,9642.680517,23.2,14.09044302,75,4.1,,94,North America,20.81,75.255
Mexico,MEX,2008,98.914037,-1.744227364,1.207441201,5.238159202,0.068449996,10016.57121,23.2,17.54302582,75,4.5,5.4,95,North America,21.71,75.194
Mexico,MEX,2009,98.409729,-6.875176206,1.484439513,3.272159337,0.017170001,8002.972178,27.6,12.94733225,77.5,4.8,,95,North America,26.34,75.128
Mexico,MEX,2010,99.236696,4.234452247,1.268244806,3.849962553,0.139210001,9271.398396,26.2,16.60285189,77.5,5,4.5,96,North America,31.05,75.065
Mexico,MEX,2011,99.06409454,0.294472076,1.242701329,5.431498303,0.262970001,10203.4213,26.2,14.88880301,77.5,4.9,,96,North America,37.17629541,75.011
Mexico,MEX,2012,99.111637,0.667498317,1.308645335,5.186030186,0.330199987,10241.72783,36.8,13.78813129,77.5,4.8,3.8,97,North America,39.75,74.966
Mexico,MEX,2013,99.23202515,-1.416408622,1.280486907,4.515544125,0.403699994,10725.18359,36.8,13.29954326,85.625,4.3,,97,North America,43.46,74.93
Mexico,MEX,2014,99.172928,3.955620422,1.262846306,3.657083805,0.499220014,10928.91601,37.4,17.54351633,88.75,4.4,3.7,98,North America,44.39,74.908
Mexico,MEX,2015,99,1.932318907,1.470794434,1.654453678,0.574500024,9616.645558,42.36947791,15.39413379,88.75,5,,98,North America,57.43104299,74.904
Mexico,MEX,2016,99.5,0.890335343,1.664505508,1.378929096,0.654550016,8744.515559,42.4,,88.75,5.8,2.2,98,North America,59.540446,74.917
Mexico,MEX,2017,100,1.465999206,1.611839786,1.84389057,0.728760004,9287.849587,42.6,,88.75,6.1,,99,North America,63.85224909,74.947
Mexico,MEX,2018,99.5,0.666368274,1.603144776,2.319032775,0.69946003,9686.514244,48.2,,88.75,6.2,1.7,99,North America,65.77263448,74.992
Philippines,PHL,2000,74.65086365,3.019911377,1.486514883,0.346084005,,1072.809037,11.26126126,42.89026275,70,,13.7,,Asia,,
Philippines,PHL,2001,75.73733521,-0.766525519,1.593961717,0.291332561,9.428770065,990.5640487,17.75700935,37.2922423,70,18.7,,86,Asia,2.52400566,68.835
Philippines,PHL,2002,76.81551361,0.915345765,1.556668255,0.332060293,8.983130455,1036.158331,17.75700935,35.64280851,70,18.4,,,Asia,4.332275746,68.88
Philippines,PHL,2003,76.6,2.536703476,1.57406965,0.474098429,9.594799995,1048.008205,17.75700935,33.41896487,70,17.1,13,87,Asia,4.857672267,68.937
Philippines,PHL,2004,87.6,0.124738429,1.571442746,0.615162298,10.20081997,1121.490006,15.25423729,33.73125793,72.5,16.2,,88,Asia,5.243628452,69.013
Philippines,PHL,2005,79.98873138,3.223019119,1.474659613,0.620194586,9.841279984,1244.348741,15.25423729,32.3651599,72.5,14.9,,88,Asia,5.397636329,69.112
Philippines,PHL,2006,80.18,2.808820821,1.188612928,1.095346246,11.39500999,1452.438089,15.25423729,36.02838878,72.5,14,14.4,88,Asia,5.740586325,69.233
Philippines,PHL,2007,82.06024933,2.901871022,1.091078302,2.331284086,11.1772604,1744.639979,20.50209205,31.59987251,72.5,13.1,,89,Asia,5.97,69.37
Philippines,PHL,2008,83.3,3.529940548,1.067116696,1.144179017,10.05698013,1991.229749,20.50209205,33.9159172,72.5,12.6,,89,Asia,6.22,69.515
Philippines,PHL,2009,84.3,3.615908265,1.099859517,0.909124756,7.813220024,1905.895236,20.97378277,32.58506807,72.5,12.8,10.7,90,Asia,9,69.667
Philippines,PHL,2010,85.39570618,5.197020795,1.045763473,1.474345396,,2217.472153,22.14285714,26.29830829,72.5,13.4,,90,Asia,25,69.823
Philippines,PHL,2011,87.2,-0.807596366,0.984290591,2.069874671,,2450.735694,22.88732394,28.65589222,72.5,13.7,,90,Asia,29,69.984
Philippines,PHL,2012,87.08,7.152223093,0.968423941,1.099903054,,2694.305109,22.88732394,28.44448101,78.75,13.7,10.4,91,Asia,36.2351,70.149
Philippines,PHL,2013,87.5,6.589122378,1.000850584,0.83407653,,2871.429701,27.33564014,26.40368825,78.75,13.8,,91,Asia,48.09902359,70.315
Philippines,PHL,2014,89.69213867,4.474272077,1.060123231,1.152762219,2.60484004,2959.645435,27.33564014,25.59731822,78.75,13.8,,92,Asia,,70.481
Philippines,PHL,2015,89.08,5.483030017,1.192475433,0.514312417,2.828119993,3001.043182,27.24137931,25.41346632,78.75,13.3,6.1,92,Asia,,70.644
Philippines,PHL,2016,92.04637146,4.883469553,1.240691353,0.405571552,3.311369896,3073.654686,29.79452055,,78.75,12.1,,92,Asia,,70.802
Philippines,PHL,2017,93,4.890955309,1.344066067,0.572310914,3.248509884,3123.245642,29.45205479,,78.75,10.9,,93,Asia,,70.952
Philippines,PHL,2018,94.43275452,3.273441445,1.425281458,0.591353891,3.80140996,3252.110274,29.45205479,,78.75,9.7,2.7,93,Asia,,71.095
United States,USA,2000,100,2.792936204,1.018018888,0.679954011,,36334.90878,,8.205996942,83.75,,0.7,,North America,,
United States,USA,2001,100,0.457936324,1.010457096,0.550074877,,37133.24281,14.02298851,6.783992314,83.75,,0.7,,North America,49.08083159,76.83658537
United States,USA,2002,100,0.642943653,1.028342774,0.347949022,,38023.16111,13.79310345,8.646361178,83.75,,0.7,,North America,58.78540388,76.93658537
United States,USA,2003,100,1.250605977,1.033055272,0.512601829,,39496.48588,14.25287356,8.889376121,83.75,,1,,North America,61.69711712,77.03658537
United States,USA,2004,100,2.692779547,1.030081628,0.717185732,,41712.80107,14.94252874,8.630185532,83.75,,1,,North America,64.75825648,77.48780488
United States,USA,2005,100,2.086378112,1.021439097,0.790159066,0.565190017,44114.74778,15.17241379,8.578465534,83.75,,1,99,North America,67.96805292,77.48780488
United States,USA,2006,100,2.636611446,0.990884987,0.646259456,,46298.73144,16.32183908,9.244631183,83.75,,1,99,North America,68.93119327,77.68780488
United States,USA,2007,100,-0.706498947,1.022973851,0.610263394,,47975.9677,16.7816092,8.367763936,83.75,,1,99,North America,75,77.98780488
United States,USA,2008,100,-3.861744566,1.024152096,1.007883686,,48382.55845,17.01149425,9.003541347,83.75,,1,99,North America,74,78.03902439
United States,USA,2009,100,-2.077913931,1.008928865,0.35531311,,47099.98047,16.7816092,10.29184507,83.75,,1,99,North America,71,78.3902439
United States,USA,2010,100,3.486965102,1.018344057,0.361022398,2.365639925,48466.6576,16.7816092,10.12035515,83.75,,1,99,North America,71.69,78.54146341
United States,USA,2011,100,1.493393036,0.992016265,0.494761238,3.610249996,49882.55813,16.8202765,12.22571352,83.75,,1,99,North America,69.72946076,78.64146341
United States,USA,2012,100,3.114187755,0.946763607,0.334642148,2.734829903,51602.93105,17.97235023,12.00739706,83.75,,1,99,North America,74.7,78.74146341
United States,USA,2013,100,0.640695678,0.972699,0.358947592,2.490760088,53106.53677,17.82407407,12.63791912,83.75,,1,99,North America,71.4,78.74146341
United States,USA,2014,100,2.760795527,0.973789197,0.304681639,,55049.98833,19.31034483,12.95382709,83.75,,1.2,99,North America,73,78.84146341
United States,USA,2015,100,2.874790545,0.952972735,0.04525314,1.805860043,56863.3715,19.35483871,13.22859321,83.75,,1.2,99,North America,74.55420245,78.6902439
United States,USA,2016,100,0.137775482,0.944134302,0.113492292,0.359970003,58021.4005,19.16859122,,83.75,,1,100,North America,85.54442129,78.53902439
United States,USA,2017,100,1.47682178,0.939601709,0.191227507,0.424380004,60109.65573,19.35483871,,83.75,,1.2,100,North America,87.27488917,78.53902439
United States,USA,2018,100,1.946068957,0.936681409,0.375612104,0.574209988,63064.41841,23.50230415,,91.25,,1,100,North America,88.49890317,78.63902439
